	Input.Article	Article.wd	Input.Fact	fact.wd	goodTrivia	knew	surprising	transe, ap/ap	transe, c/c	transe, ap/c	random-2	random-1	frequency	profile-transe, ap/ap	profile-transe, c/c	profile-transe, ap/c	complex, ap/ap	complex, c/c	complex, ap/c	profile-complex, ap/ap	profile-complex, c/c	profile-complex, ap/c	text1024, ap/ap	text1024, c/c	text1024, ap/c	H, ap/ap	H, c/c	H, ap/c	A, ap/ap	A, c/c	A, ap/c	S, ap/ap	S, c/c	S, ap/c	LP-transe-avg-lhs-cos	LP-transe-avg-rhs-cos	LP-transe-max-lhs-cos	LP-transe-max-rhs-cos	LP-transe-centroid-rhs-cos	LP-complex-avg-lhs-cos	LP-complex-avg-rhs-cos	LP-complex-max-lhs-cos	LP-complex-max-rhs-cos	LP-complex-centroid-rhs-cos	LP-profile-transe-avg-lhs-cos	LP-profile-transe-avg-rhs-cos	LP-profile-transe-max-lhs-cos	LP-profile-transe-max-rhs-cos	LP-profile-transe-centroid-rhs-cos	LP-profile-complex-avg-lhs-cos	LP-profile-complex-avg-rhs-cos	LP-profile-complex-max-lhs-cos	LP-profile-complex-max-rhs-cos	LP-profile-complex-centroid-rhs-cos
59	Macaulay Culkin	Q103578	Macaulay Culkin is in the group of 21st-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-2.0	2.0	-2.0	1.264836185299544	1.6040482365928939	2.23961397903364	0.7676012993864338	0.19453573316915873	5.242463958060288e-05	1.0922602870207707	1.2049567246201163	2.0833021620896943	1.2021448854678316	1.437909915038114	2.163972831471199	1.1304999864909693	1.2989670332059855	2.1720389087563596	1.0610772786805576	1.1204124504947892	1.9978071438767206	0.8306404775411578	0.5698817108399128	1.366377729811851	1.0060684566195237	1.0254532186415692	1.4172284525918402	0.9369575969338813	0.7735294210156343	1.2959169935914352	0.9799508542443315	0.9468992793311676	0.9874671371653676	0.9703775811940432	0.9256591349840164	0.9518617627521356	0.9724177550524473	0.9712149202823639	0.9767107870429754	0.9631202146410942	0.9435089863836765	0.8776152233282725	0.9572432413697243	0.9250847846269608	0.8381112813949585	0.9070475970705351	0.9004689926902453	0.9115812480449677	0.9295325055718422	0.8804101496934891
60	Michael Fassbender	Q57147	Michael Fassbender is in the group of 20th-century Irish male actors	P27=Q27,P21=Q6581097,P106=Q33999	-1.4	0.4	-1.2	1.2442256697111234	1.529807059595349	2.2305662826833257	0.704177689206296	0.35833059832477965	0.0029069767441860465	1.6192623563013968	2.345452272836636	3.0917270786633453	1.1870407752923493	1.3845066458662896	2.184834196515736	1.9048220138222167	2.942324569031307	3.6548789141465043	1.0997673715361636	1.2071201521547976	2.0919929156963604	0.9479310409940574	0.8894194080969907	1.5940916449957125	0.9874366171441601	0.9986723948900669	1.4100174045169505	0.9342875774093733	0.8002878181167821	1.3584179423634761	0.9655092153698206	0.9558527680734793	0.9705759715288877	0.9774197824299335	0.93875852227211	0.9610120356082916	0.9632534869015217	0.9768704231828451	0.9654989056289196	0.9501172043383121	0.9554111212491989	0.9245795657237371	0.969741128385067	0.9336403831839561	0.9054846316576004	0.9326763289670149	0.9284096670647463	0.9516305439174175	0.939111452549696	0.9033134803175926
61	Michael Jackson	Q2831	Michael Jackson is in the group of American rhythm and blues singers	P27=Q30,P136=Q45981,P106=Q177220	-1.4	2.0	-1.6	1.4245189987372773	1.9524828151881968	2.552541152294558	0.3257503679157959	0.0008345096976392075	0.002105263157894737	1.5884322117303376	2.249395434338109	3.0251379943845302	1.1647676155947106	1.3390493321188084	2.110970939627809	1.3457361707036708	1.737812490918678	2.5671062934111943	1.1257939890356468	1.2795983201290124	2.1246494249667225	0.9259528619516191	0.8140889196954886	1.5876481721534101	1.0364155489896532	1.121518142316213	1.4927235897788131	0.9674283679484739	0.9047324926672875	1.436370696660766	0.9490547018746535	0.8943674365679423	0.9607726410031319	0.8984557911753654	0.8706758171319962	0.9419605700920025	0.9578734909494718	0.9749468769878149	0.9827849343419075	0.939952902495861	0.9242310039699078	0.8791258186101913	0.9374427273869514	0.9567433446645737	0.8592257052659988	0.9340122453868389	0.9359216019511223	0.9351969361305237	0.960137315094471	0.9340465888381004
62	Mike Pence	Q24313	Mike Pence is in the group of 20th-century American politicians	P27=Q30,P106=Q82955	-1.6	1.2	-1.6	1.2724148722354907	1.6104378764063558	2.2689424517525265	0.2491775782457769	0.2765982685252001	1.8889665464024632e-05	1.1302401256076908	1.2786005968405552	2.1412714490167417	1.3050109335134157	1.6576123240324334	2.401294938344976	1.453191366493549	1.9477736188200006	2.7714611574129324	1.408185270057345	1.8739744346567728	2.6562633784790206	0.921441421435161	0.7963292828931083	1.5247859440614437	1.018098361084708	1.0611732949860586	1.4632108814343194	0.9440180565442357	0.7935692076301998	1.2946009197387884	0.940243300050497	0.9649222232401371	0.9585414379835129	0.9679186940193176	0.9613808952271938	0.9622200448065996	0.9732177006080747	0.964337658137083	0.9734911788254976	0.9668099544942379	0.942459573969245	0.8586964122951031	0.948712769895792	0.9272077307105064	0.8358477056026459	0.8960671909153461	0.941022552549839	0.9137414991855621	0.9595089852809906	0.9366589933633804
63	Ronda Rousey	Q242201	Ronda Rousey is in the group of 21st-century American actresses	P27=Q30,P21=Q6581072,P106=Q33999	-0.6	-0.4	-0.2	1.2845779264005974	1.6530079661127084	2.306160345758919	0.8689592085000949	0.5028575788322704	6.668444918644971e-05	1.2717527104701571	1.5701801014139118	2.4222487336543495	1.2466823540810943	1.5415568886880233	2.2735849571176874	1.1239801638647733	1.265119548446388	2.153017830580776	2.1430241766037965	3.4116343748005415	4.088924368458819	1.1384746264173866	1.3518146923913081	1.876853286764935	0.9905412974099472	0.970845581380971	1.3978674903279458	0.9633173593086681	0.8727651104540718	1.3489671489857287	0.9491336482266585	0.9596744657804569	0.9699342176318169	0.9691619593650103	0.9526229575276375	0.9823675627509753	0.9989599740753571	1.0656599402427673	1.0743577033281326	1.021199019625783	0.9464202572902044	0.9110007906953493	0.9572852812707424	1.0539715737104416	0.894280694425106	0.9429938903388878	0.9461115325490633	1.004506457131356	1.051019199192524	0.9745119959115982
64	Sylvester Stallone	Q40026	Sylvester Stallone is in the group of American male television actors	P27=Q30,P21=Q6581097,P106=Q10798782	-1.4	2.0	-1.6	1.1716127028940533	1.3870374361334779	2.0982813972006285	0.40206521589679667	0.3605696898896765	9.513842641042717e-05	1.2052082572535001	1.4307627934777751	2.2901479662481665	1.176420033585344	1.36980965998605	2.1226096172895113	1.287632848036119	1.6149672356669218	2.46838154657694	0.9272415230911266	0.8568794974792724	1.7937614833996043	0.8045861243790956	0.5243623755060014	1.3688533208698945	1.017712674777319	1.0543417904699184	1.4421176132359295	0.9383274193656883	0.7973295619516801	1.321235239454827	0.9563532266765833	0.9424362840751807	0.9728708881884813	0.976149994879961	0.9203865751624107	0.9576407112181187	0.9825446332494417	0.9758932404220104	0.9916162770241499	0.9751640371978283	0.9430840027829012	0.8412040447195371	0.9611415266990662	0.9169149473309517	0.79073067009449	0.9236627841989199	0.9234665222465992	0.9292869791388512	0.9537836275994778	0.9235508367419243
65	Tom Hanks	Q2263	Tom Hanks is in the group of 20th-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-1.4	1.2	-1.4	1.3702429514291758	1.841484332435114	2.4325677168520436	0.78338210324055	0.0048406590257666915	5.242463958060288e-05	1.9122681799481398	2.9143618851834274	3.632588762019341	1.3557391476436118	1.768817506319622	2.441458448367915	2.098159996350278	3.3076368019561198	3.9908905002526227	0.8873742892543574	0.7557759928370119	1.67623595825316	0.8144987128322264	0.5160880513940882	1.3330524802248178	1.0117415383277075	1.0312781026866191	1.4265248031603288	0.9314992989618954	0.7541119336971808	1.2855012887464496	0.9565515617529551	0.9709333777427673	0.9783087037503719	0.983511183410883	0.9620278142392635	0.958445468917489	0.9867106546492627	0.9733062852174044	1.0011372531298548	0.976771941408515	0.9553229498366514	0.8962971121072769	0.9713926687836647	0.9405031204223633	0.8604877591133118	0.9427319802343845	0.9145213278631369	0.9434699639678001	0.9625131897628307	0.9070311039686203
66	Tom Hiddleston	Q295803	Thomas William Hiddleston (born 9 February 1981) is an English actor.	P27=Q145,P106=Q33999	-1.6	0.4	-1.6	1.137463852175721	1.2973356846928266	2.038284003431673	0.8803043533821597	0.7435873914500319	9.643201542912247e-05	1.1935285526665436	1.4148818288671248	2.2681637163647346	1.1573658000680396	1.335831136721354	2.0908802368588564	1.066177209116742	1.1423549475148445	2.0177681474767604	1.1908099236922651	1.3890951470418194	2.2550486798644993	0.8296249659214264	0.5605844182827581	1.3602777886065502	0.9372367797146768	0.7985805133088926	1.3237650798608218	0.8895453671722842	0.6278770258802264	1.2611068951950806	0.9423491265624762	0.9274347387254238	0.9503884799778461	0.9379676282405853	0.9140599146485329	0.9780359896831214	0.9864728441461921	0.9914754843339324	1.0104750115424395	0.9841135386377573	0.9495502710342407	0.8391840308904648	0.9683946892619133	0.955514132976532	0.8064972907304764	0.9347576331347227	0.9370771935209632	0.9633159898221493	0.9924818929284811	0.9432765729725361
67	Tupac Shakur	Q6107	Tupac Shakur is in the group of 20th-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-0.8	1.2	-1.2	1.219199600845906	1.5074670760521696	2.172835583168121	0.922488818682674	0.17133505233019752	5.242463958060288e-05	1.521551251131689	2.1114616276527425	2.9045870626249113	1.308483999381985	1.680787534944726	2.365564169076137	1.3485634086917246	1.7238995958359846	2.561845694606886	1.4311164538221162	1.914781559489894	2.711150098197557	1.0851841012630372	1.2183596230199196	1.7832684464920543	0.9946962733579364	0.981163381326779	1.3993988732931089	0.9413859340221209	0.7997494825679429	1.3030845047085058	0.9660774072011312	0.9384748910864195	0.9750265162438154	0.9611097723245621	0.9185006096959114	0.9540188144892454	0.9802870551745096	0.9756595361977816	0.9929968118667603	0.9694620184600353	0.9503733391563097	0.8829185093442599	0.9606372900307178	0.9349660277366638	0.8436505943536758	0.9244155200819174	0.9218051744004091	0.9396288953721523	0.9550429098308086	0.9125773906707764
68	Will Smith	Q40096	Will Smith is in the group of 21st-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-1.6	2.0	-1.8	1.3187503444817215	1.7291150169646732	2.3390492458076184	0.9275845194966984	0.8708384313932722	5.242463958060288e-05	1.558679598445218	2.2003914362020622	2.982184774693845	1.3213850509483716	1.7003885260298066	2.3863848938187746	1.561579847460734	2.196838109717601	2.9891038951345754	1.1001399362557809	1.1944990144600567	2.0662019195375585	0.9036520965061622	0.7584451444902294	1.4880407354140597	1.0105877852953007	1.0313613315264438	1.422021489644426	0.9359569163732049	0.7882914621095759	1.2945141267255882	0.9694112682094177	0.9575087428092957	0.9785485733300447	0.982115151360631	0.9366542845964432	0.9503094808508953	0.9805746738178035	0.9788122680038214	1.0016551562584937	0.9668747819960117	0.9469910922149817	0.8748407413562139	0.9539266861975193	0.9295203909277916	0.8325715065002441	0.9200233270724615	0.9155167502661546	0.9411375224590302	0.9502921365201473	0.9044604897499084
69	Will Smith	Q40096	Will Smith is in the group of 21st-century American singers	P27=Q30,P106=Q177220	-1.0	2.0	-1.2	1.316513592644046	1.731753119679412	2.3344113844910197	0.15170338561526886	0.014577005509139984	6.69702652022502e-05	1.4995001929235066	2.070274815373373	2.863253742356215	1.2437970203816868	1.5347387138039335	2.2337356075773447	1.411866555808834	1.8814686475065228	2.68585668272481	1.2051282139475035	1.4389565450172286	2.2518682402017367	0.922936519867529	0.8020978790743022	1.5148003466650022	1.0172829297728692	1.057116860277285	1.4384737379303656	0.9383238920581135	0.8044065652861122	1.3302167453947162	0.9690550370141864	0.9536973712965846	0.9799223225563765	0.9704016577452421	0.9424372389912605	0.9593421630561352	0.966697234660387	0.9691719003021717	0.9691579565405846	0.9604304991662502	0.928627036511898	0.8593598119914532	0.947722539305687	0.9115673527121544	0.8360734581947327	0.9216545503586531	0.9138212203979492	0.9426780380308628	0.9387481138110161	0.9075516909360886
